"ENROLLMENT ID - BUYER","ENROLLMENT STATE - BUYER","PROVIDER TYPE CODE - BUYER","PROVIDER TYPE TEXT - BUYER","NPI - BUYER","MULTIPLE NPI FLAG - BUYER","CCN - BUYER","ASSOCIATE ID - BUYER","ORGANIZATION NAME - BUYER","DOING BUSINESS AS NAME - BUYER","CHOW TYPE CODE","CHOW TYPE TEXT","EFFECTIVE DATE","ENROLLMENT ID - SELLER","ENROLLMENT STATE - SELLER","PROVIDER TYPE CODE - SELLER","PROVIDER TYPE TEXT - SELLER","NPI - SELLER","MULTIPLE NPI FLAG - SELLER","CCN - SELLER","ASSOCIATE ID - SELLER","ORGANIZATION NAME - SELLER","DOING BUSINESS AS NAME - SELLER"
O20200511001103,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790314466,N,373468,3678904752,RURAL WELLNESS FAIRFAX INC,RURAL WELLNESS FAIRFAX CLINIC,CH,CHANGE OF OWNERSHIP,03/20/2020,O20110511000360,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306145339,Y,373468,8820123052,CAH ACQUISITION COMPANY 12 LLC,FAIRFAX RURAL HEALTH CLINIC
O20200512001840,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538703897,N,448992,2860828936,FAMILY MEDICAL CLINIC OF TREZEVANT,,CH,CHANGE OF OWNERSHIP,11/19/2019,O20171128002999,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609309855,N,448992,6901173657,PRIMARY CARE CLINIC OF JACKSON,PRIMARY CARE CLINIC OF TREZEVANT
O20200514002436,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578736492,N,243443,5890126726,HEALTHPARTNERS RC,HECTOR CLINIC,CH,CHANGE OF OWNERSHIP,05/01/2020,O20071112000654,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578736492,Y,243443,6305887092,RENVILLE COUNTY,RENVILLE COUNTY HOSPITAL AND CLINICS
O20200518000608,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972072163,N,058722,4183901978,"COLUSA MEDICAL CENTER, LLC",,CH,CHANGE OF OWNERSHIP,01/01/2019,O20060915000562,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477667384,N,553909,9638174188,"FRONTIER VILLAGE FAMILY HEALTH CENTER, INC",
O20200518001065,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1275161457,N,373464,9335570985,DRUMRIGHT COMMUNITY HOSPITAL LLC,DRUMRIGHT RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,04/13/2020,O20091221000091,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659600815,N,373464,9830242031,"CAH ACQUISITION COMPANY 4, INC",DRUMRIGHT RURAL HEALTH CLINIC
O20200518001435,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215406400,N,058720,4183901978,"COLUSA MEDICAL CENTER, LLC",,CH,CHANGE OF OWNERSHIP,01/01/2019,O20061027000135,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629175856,N,058922,4981601382,"FIRSTCARE MEDICAL ASSOCIATES, INC",
O20200519000108,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730352675,N,243444,5890126726,HEALTHPARTNERS RC,RENVILLE CLINIC,CH,CHANGE OF OWNERSHIP,05/01/2020,O20071101000218,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730352675,Y,243444,6305887092,RENVILLE COUNTY,RENVILLE COUNTY HOSPITAL AND CLINICS
O20200520002709,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1932387255,N,243442,5890126726,HEALTHPARTNERS RC,OLIVIA HOSPITAL & CLINIC,CH,CHANGE OF OWNERSHIP,05/01/2020,O20071101000160,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1932387255,Y,243442,6305887092,RENVILLE COUNTY,RENVILLE COUNTY HOSPITAL & CLINICS
O20200527001437,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194811901,N,013482,4385073436,CRENSHAW COUNTY HEALTH CARE AUTHORITY,CRENSHAW FAMILY CARE CENTER,CH,CHANGE OF OWNERSHIP,03/31/2020,O20160609001783,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194811901,N,013482,8325006604,PROFESSIONAL RESOURCES MANAGEMENT OF CRENSHAW LLC,
O20200529000498,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548893068,N,513987,4284065400,WETZEL COUNTY HOSPITAL INC,WETZEL COUNTY HOSPITAL INC,CH,CHANGE OF OWNERSHIP,07/01/2020,O20040612000660,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1225176563,N,513987,4688575319,WETZEL COUNTY HOSPITAL ASSOCIATION,WETZEL INTERNAL MEDICINE
O20200530000050,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1255963120,N,513419,4284065400,WETZEL COUNTY HOSPITAL INC,WETZEL PRIMARY CARE,CH,CHANGE OF OWNERSHIP,07/01/2020,O20151119001067,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609272343,N,513419,4688575319,WETZEL COUNTY HOSPITAL ASSOCIATION,WETZEL PRIMARY CARE
O20200611002200,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780101204,N,148581,3870914393,CARLE EUREKA HOSPITAL,CARLE EUREKA FAMILY MEDICINE-EUREKA,CH,CHANGE OF OWNERSHIP,07/01/2020,O20171206000019,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780101204,N,148581,7810800935,ADVOCATE HEALTH AND HOSPITALS CORPORATION,ADVOCATE EUREKA HOSPITAL
O20200616000202,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861919524,N,148582,3870914393,CARLE EUREKA HOSPITAL,CARLE EUREKA FAMILY MEDICINE - EL PASO,CH,CHANGE OF OWNERSHIP,07/01/2020,O20170321000302,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861919524,Y,148582,7810800935,ADVOCATE HEALTH AND HOSPITALS CORPORATION,ADVOCATE EUREKA HOSPITAL
O20200619000580,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629621396,Y,158517,6901871276,PERRY COUNTY MEMORIAL HOSPITAL,PERRY COUNTY FAMILY PRACTICE,CH,CHANGE OF OWNERSHIP,10/01/2019,O20141202000384,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215928536,N,158517,6204867559,PERRY COUNTY FAMILY PRACTICE,
O20200622000712,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376164749,N,058714,2466447412,LAST FRONTIER HEALTHCARE DISTRICT,CANBY FAMILY PRACTICE CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2020,O20061204000497,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528063153,N,053888,1456395862,I'SOT INC,CANBY FAMILY PRACTICE CLINIC
O20200720003712,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770103863,N,443463,6406813781,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,MRMG MOB,CH,CHANGE OF OWNERSHIP,06/26/2020,O20200427002636,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770103863,N,883823,7911810742,"MAURY REGIONAL MEDICAL GROUP, INC",MRMG MOB
O20200805000448,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194732438,N,178578,5496178691,SAINT LUKES HOSPITAL OF ALLEN COUNTY INC,ALLEN COUNTY REGIONAL CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2020,O20130918000576,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194732438,N,178578,3173764545,ALLEN COUNTY KANSAS HOSPITAL,ALLEN COUNTY REGIONAL HOSPITAL
O20200810003603,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1871118604,N,108922,3476978214,HEART 2 HEART FAMILY PRACTICE,,CH,CHANGE OF OWNERSHIP,09/15/2020,O20101130000230,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902833668,N,108922,8729274949,BIRTH & BEYOND P.A.,
O20200817000905,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881214963,N,443465,6406813781,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,MAURY REGIONAL URGENT CARE NORTH,CH,CHANGE OF OWNERSHIP,06/26/2020,O20200501001058,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881214963,N,883818,7911810742,"MAURY REGIONAL MEDICAL GROUP, INC",MAURY REGIONAL URGENT CARE NORTH
O20200821000305,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568080364,N,453883,7517137748,HUNT REGIONAL MEDICAL PARTNERS,,CH,CHANGE OF OWNERSHIP,07/15/2020,O20161010000934,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528283306,N,453883,1355254210,HEALTHTEXAS PROVIDER NETWORK,PCA LEONARD
O20200910000362,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558984633,N,B03824,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,BAPTIST HEALTH MEDICAL GROUP FAMILY MEDICINE,CH,CHANGE OF OWNERSHIP,09/01/2020,O20180314000907,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558886705,N,188505,4385661628,HARDIN MEMORIAL HOSPITAL,"HMH MEDICAL GROUP, MEADE COUNTY FAMILY MEDICINE"
O20200910002910,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639720493,N,198523,4486903309,CLHG-VILLE PLATTE LLC,MERCY RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,08/01/2020,O20191008002620,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639720493,N,198523,1355623943,CLHG-OAKDALE LLC,EVANGELINE PEDIATRICS
O20200916001155,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518575380,N,198528,3476458092,ACADIA-ST. LANDRY HOSPITAL SERVICE DISTRICT,FLEUR-DE-LIS RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,03/18/2020,O20141003000176,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598153710,Y,193916,9638104458,"FLEUR-DE-LIS COMMUNITY HEALTH, INC",FLEUR-DE-LIS COMMUNITY HEALTH IN CHURCH POINT
O20200923001775,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548881386,N,048519,2668899899,MAGNOLIA REGIONAL HEALTH SYSTEM INC,,CH,CHANGE OF OWNERSHIP,10/01/2020,O20181204003068,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093298580,N,048519,8729068630,MAGNOLIA REGIONAL MEDICAL CENTER,
O20200924000857,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124220249,N,058629,3678990769,ADVENTIST HEALTH MENDOCINO COAST,,CH,CHANGE OF OWNERSHIP,07/01/2020,O20070509000793,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124220249,N,058629,1759364375,MENDOCINO COAST HEALTH CARE DISTRICT,NORTH COAST FAMILY HEALTH CENTER
O20201013002747,WI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063038313,N,528617,2163461781,OCONTO HOSPITAL & MEDICAL CENTER INC,,AM,ACQUISITION/MERGER,10/01/2020,O20050909000172,WI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285696963,N,523866,8820900749,BELLIN MEMORIAL HOSPITAL INC,FMC OCONTO FALLS
O20201021000031,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558989970,N,393447,7517870512,ELK REGIONAL HEALTH CENTER,PENN HIGHLANDS ELK,CH,CHANGE OF OWNERSHIP,11/01/2020,O20181128000726,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548531213,N,393447,5890689715,DUBOIS REGIONAL MEDICAL CENTER,PENN HIGHLANDS DUBOIS
O20201021000280,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245858109,N,393448,7517870512,ELK REGIONAL HEALTH CENTER,PENN HIGHLANDS ELK,CH,CHANGE OF OWNERSHIP,11/01/2020,O20181127001184,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1649427071,N,393448,5890689715,DUBOIS REGIONAL MEDICAL CENTER,PENN HIGHLANDS DUBOIS
O20201022004027,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235756354,N,493440,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200814001226,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477178366,N,498919,5890607253,CARILION HEALTHCARE CORPORATION,
O20201106002390,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417901927,N,173494,9638589369,KIOWA COUNTY MEMORIAL HOSPITAL,GREENSBURG FAMILY PRACTICE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20030228000020,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417901927,N,173494,8628987096,GREAT PLAINS OF KIOWA CO INC,GREENSBURG FAMILY PRACTICE
O20201110001037,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811502818,N,343430,3779993837,CENTENNIAL HOUSING & COMMUNITY SERVICES CORPORATION,PLYMOUTH PRIMARY CARE RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,10/01/2020,O20080701000261,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962650762,N,343430,1759480825,CAH ACQUISITION COMPANY 1 LLC,PLYMOUTH PRIMARY CARE RURAL HEALTH CLINIC
O20201112003283,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245837632,N,428943,2567872070,LEXINGTON HEALTH INC,LMC SWANSEA RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,02/01/2021,O20070108000211,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821021254,N,428943,7618871799,LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,LEXINGTON MEDICAL CENTER SWANSEA
O20201116001823,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386269421,N,158559,0941198253,ADAMS COUNTY MEMORIAL HOSPITAL,ADAMS MEDICAL GROUP - BERNE,CH,CHANGE OF OWNERSHIP,07/01/2020,O20080423000485,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952405581,N,153829,3375621808,ROBERT EUGENE JUDGE,
O20201123000128,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952917015,N,103462,3375557887,HOLMES COUNTY HOSPITAL CORP,BONIFAY RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,12/31/2020,O20120112000696,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962596122,N,683804,9133176431,DR DALE MITCHUM INC,SOUTHERN HEALTH CLINIC
O20201203002156,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528685641,N,493442,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200813003432,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972128866,N,498922,5890607253,CARILION HEALTHCARE CORPORATION,
O20201204002543,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154948271,N,493443,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200814001358,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1760008387,N,498926,5890607253,CARILION HEALTHCARE CORPORATION,
O20201204002571,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1710504840,N,493441,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200810003059,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194340091,N,498921,5890607253,CARILION HEALTHCARE CORPORATION,
O20201208003040,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124655006,N,168650,0941587307,UNITYPOINT HEALTH - MARSHALLTOWN,UNITYPOINT CLINIC - FAMILY MEDICINE - ROHLF MEMORIAL,CH,CHANGE OF OWNERSHIP,12/06/2020,O20060125000131,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1487699559,N,168955,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE ROHLF MEMORIAL
O20201215001314,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467089334,N,168649,0941587307,UNITYPOINT HEALTH - MARSHALLTOWN,UNITYPOINT CLINIC - FAMILY MEDICINE - DENVER,CH,CHANGE OF OWNERSHIP,12/06/2020,O20070711000722,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336198662,N,168907,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE DENVER
O20201217000088,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184241218,N,493445,3678670221,CARILION GILES COMMUNITY HOSPITAL,,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200810002055,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700401601,N,498930,5890607253,CARILION HEALTHCARE CORPORATION,
O20201218002293,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528665908,N,428945,2567872070,LEXINGTON HEALTH INC,LMC BATESBURG LEESVILLE RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,02/01/2021,O20040913001248,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073546412,N,428945,7618871799,LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,LEXINGTON MEDICAL CENTER-BATESBURG/LEESVILLE
O20201218002507,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437758034,N,513421,4385055342,MARIETTA MEMORIAL HOSPITAL OF TYLER COUNTY INC,ST MARYS PRIMARY CARE,CH,CHANGE OF OWNERSHIP,10/01/2020,O20191206000803,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154722924,N,513421,5698672350,CITY OF SISTERSVILLE,
O20201223000518,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386243293,N,443456,4082026695,VANDERBILT BEDFORD HOSPITAL LLC,VANDERBILT INTEGRATED PRIMARY CARE UNIONVILLE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20180730002376,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013435908,N,443456,1557307568,SHELBYVILLE HOSPITAL COMPANY LLC,TENNOVA FAMILY CARE-UNIONVILLE
O20210108000736,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184676314,N,183942,3971415993,PRIMARY CARE CENTERS OF EASTERN KENTUCKY LLC,PRIMARY CARE CENTERS OF EASTERN KENTUCKY- VICCO,CH,CHANGE OF OWNERSHIP,01/01/2021,O20051114000816,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184676314,N,183942,3971415993,PRIMARY CARE CENTERS OF EASTERN KENTUCKY LLC,PRIMARY CARE CENTER OF EASTERN KENTUCKY - VICCO
O20210108001145,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659970549,N,443455,4082026695,VANDERBILT BEDFORD HOSPITAL LLC,VANDERBILT INTEGRATED PRIMARY CARE WARTRACE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20180521001091,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376061275,N,443455,1557307568,SHELBYVILLE HOSPITAL COMPANY LLC,TENNOVA FAMILY CARE-WARTRACE
O20210108001463,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942275805,N,183918,3971415993,PRIMARY CARE CENTERS OF EASTERN KENTUCKY LLC,PRIMARY CARE CENTERS OF EASTERN KY- HAZARD,CH,CHANGE OF OWNERSHIP,01/01/2021,O20031002000023,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942275805,N,183918,3971415993,PRIMARY CARE CENTERS OF EASTERN KENTUCKY LLC,PRIMARY CARE CENTERS OF EASTERN KENTUCKY - HAZARD
O20210111000405,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952900862,N,443454,4082026695,VANDERBILT BEDFORD HOSPITAL LLC,VANDERBILT INTEGRATED PRIMARY CARE SHELBYVILLE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20171215000445,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144748039,N,443454,1557307568,SHELBYVILLE HOSPITAL COMPANY LLC,TENNOVA FAMILY CARE-MAIN STREET
O20210112001286,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699393736,N,493444,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/30/2020,O20200709002892,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568087476,N,498927,5890607253,CARILION HEALTHCARE CORPORATION,
O20210114000514,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1932708658,N,443457,4082026695,VANDERBILT BEDFORD HOSPITAL LLC,VANDERBILT INTEGRATED URGENT CARE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20171215000639,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548788458,N,443457,1557307568,SHELBYVILLE HOSPITAL COMPANY LLC,TENNOVA URGENT CARE-SHELBYVILLE
O20210114001869,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689273344,N,443458,4082026695,VANDERBILT BEDFORD HOSPITAL LLC,VANDERBILT INTEGRATED PRIMARY CARE MADISON STREET,CH,CHANGE OF OWNERSHIP,01/01/2021,O20171212002835,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427576321,N,443458,1557307568,SHELBYVILLE HOSPITAL COMPANY LLC,TENNOVA FAMILY CARE-MADISON STREET
O20210114002642,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003410903,N,423416,7911228259,MCLEOD HEALTH CHERAW,MCLEOD FAMILY MEDICINE-DARLINGTON,CH,CHANGE OF OWNERSHIP,01/01/2021,O20080521000685,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376515197,N,423416,7416851852,"MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC",MCLEOD FAMILY MEDICINE DARLINGTON
O20210128002561,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346846268,N,188532,3779996558,"OWENSBORO HEALTH TWIN LAKES REGIONAL MEDICAL CENTER, INC",OWENSBORO HEALTH TWIN LAKES MEDICAL CENTER FAMILY MEDICINE,CH,CHANGE OF OWNERSHIP,01/01/2021,O20200421000266,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1164054664,N,188532,8123935129,GRAYSON COUNTY HOSPITAL FOUNDATION INC,TWIN LAKES CANEYVILLE FAMILY PRACTICE
O20210202002562,ND,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295497097,N,358508,4880505999,ST ANDREWS HOSPITAL,SMP HEALTH - ST. ANDREW'S,CH,CHANGE OF OWNERSHIP,11/30/2020,O20040616000427,ND,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902803802,N,353851,6608850789,"ST. ANDREW'S BOTTINEAU CLINIC, LLC",
O20210205002489,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134747090,N,493446,4789658261,CARILION ROCKBRIDGE COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200811004080,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316563968,N,498923,5890607253,CARILION HEALTHCARE CORPORATION,
O20210205002514,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952929812,N,493447,4789658261,CARILION ROCKBRIDGE COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200810003013,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811512791,N,498924,5890607253,CARILION HEALTHCARE CORPORATION,
O20210208000388,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598364168,N,513412,4385055342,MARIETTA MEMORIAL HOSPITAL OF TYLER COUNTY INC,SISTERSVILLE RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,10/01/2020,O20100521000700,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1710203419,Y,513412,5698672350,CITY OF SISTERSVILLE,SISTERVILLE GENERAL HOSPITAL
O20210218000348,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962090134,N,188536,8426398793,CRITTENDEN COMMUNITY HOSPITAL LLC,FAMILY PRACTICE CLINIC,CH,CHANGE OF OWNERSHIP,01/04/2021,O20080910000352,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467454041,N,183963,9739086687,FAMILY PRACTICE CLINIC PSC,
O20210219002614,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1275151318,N,493450,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200709001800,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639794548,N,498931,5890607253,CARILION HEALTHCARE CORPORATION,
O20210220000019,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346868486,N,493452,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200812001660,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093331621,N,498920,5890607253,CARILION HEALTHCARE CORPORATION,
O20210220000040,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437776556,N,493451,3678670221,CARILION GILES COMMUNITY HOSPITAL,CARILION CLINIC,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200427001825,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447206370,N,498929,5890607253,CARILION HEALTHCARE CORPORATION,
O20210311001458,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942898846,N,673498,0042303232,GPCH LLC,,CH,CHANGE OF OWNERSHIP,01/01/2021,O20130312000019,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316176472,N,673924,9032202072,AMMON D WEBER MD PLLC,GOLDEN PLAINS RURAL HEALTH CLINIC
O20210324000086,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881923290,N,373462,8123435187,PRAGUE HEALTHCARE AUTHORITY,PRAGUE COMMUNITY HOSPITAL - PRAGUE FAMILY CLINIC,CH,CHANGE OF OWNERSHIP,01/01/2021,O20200527001115,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881923290,N,373462,6204262785,TRANCENDENTAL UNION WITH LOVE AND SPIRITUAL ADVANCEMENT,PRAGUE FAMILY CLINIC
O20210329002623,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437763463,N,173822,2961314497,ASCENSION MEDICAL GROUP VIA CHRISTI PA,,CH,CHANGE OF OWNERSHIP,09/30/2020,O20101021001213,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336269638,N,173822,7719973585,SUMNER COUNTY FAMILY CARE CENTER PA,
