title,field,description
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_federal_share_caa_2023_fy_2023_q4_fmap_+2.5%,"The federal financial participation related to only the temporary 2.5 percentage point FMAP increase authorized by  the Consolidated Appropriations Act (CAA), 2023 Section 5131 paid to a state  in the fourth quarter (Q4) of FY 2023 for providing Medicaid services."
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_federal_share_caa_2023_fy_2024_q1_fmap_+1.5%,"The federal financial participation related to only the temporary 1.5 percentage point FMAP increase authorized by the Consolidated Appropriations Act (CAA), 2023 Section 5131 paid  to a state in the first quarter (Q1) of FY 2024 for providing Medicaid services."
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_federal_share_of_all_caa_2023_expenditures,"The federal financial participation related to only the total  temporary percentage point FMAP increase authorized by the Consolidated Appropriations Act  (CAA), 2023 Section 5131 paid to a state  from the third quarter (Q3) of FY 2023 through the first quarter (Q1) of FY 2024 for providing Medicaid services."
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,quarter_end_date,Quarter End Date
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,state,State.
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,reporting_period,The data reporting month.
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,release_date,The month in which the data was released.
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,metric_name,Name of the metric.
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,data_type,Indicates that the value has been updated.
Unwinding: Medicaid and CHIP Updated Renewal Outcomes,value,Data value associated with the metric.
Monthly enrollment PI dataset Data dictionary,reporting_period,Reporting Period
MLR Public Data Dictionary,state,Name of the state/territory that submitted MLR data
MLR Public Data Dictionary,program_name,Name of the program for which the state reported MLR data.
MLR Public Data Dictionary,program_type,"Category that best describes the program: Behavioral health only, Comprehensive MCO, Comprehensive MCO + MLTSS, Dental only, MLTSS only, Other PIHP, Other PAHP"
MLR Public Data Dictionary,eligibility_group,"Eligibility group category: All populations, Children, Group VIII expansion adults only, MH/SUD, MLTSS only, Non-expansion adult only, Other, Standalone CHIP"
MLR Public Data Dictionary,"if_other,_describe_eligibility_group","Description of eligibility group when ""Other"" is reported for the Eligibility Group variable."
MLR Public Data Dictionary,"mco,_pihp,_or_pahp_name",Full name of the plan for which MLR data is reported
MLR Public Data Dictionary,mlr_reporting_period_start_date,Start date of the MLR reporting period
MLR Public Data Dictionary,mlr_reporting_period_end_date,End date of the MLR reporting period
MLR Public Data Dictionary,report_year,Calendar year of the End date of the MLR reporting period
MLR Public Data Dictionary,mlr_numerator,MLR numerator dollar value
MLR Public Data Dictionary,mlr_denominator,MLR denominator dollar value
MLR Public Data Dictionary,state-reported_member_months,State-reported count of member months for the MLR reporting period
MLR Public Data Dictionary,adjusted_mlr,MLR percentage after any credibility adjustment is applied
MLR Public Data Dictionary,remittance_dollar_amount_for_mlr_reporting_period,Calculated remittance dollar amount owed by the plan for the MLR reporting period
Renewal dataset data dictionary,state_abbreviation,State abbreviation.
Renewal dataset data dictionary,state_name,State name.
Renewal dataset data dictionary,reporting_period,"Reporting period. States did not submit the Eligibility Processing Data Report until the start of their state-specific unwinding period in 2023. For the March 2023 to June 2023 reporting periods, the Beneficiaries with a Renewal Initiated metric is blank for states that had not initiated a renewal cohort for the purposes of unwinding, and other metrics are blank for states that did not have a cohort due for renewal in the given month."
Renewal dataset data dictionary,original_updated,"Indicates whether data are from an original or updated monthly report (O=Original, U=Updated)."
Renewal dataset data dictionary,beneficiaries_with_a_renewal_initiated,"The total number of beneficiaries, including those receiving full or limited benefits, with a renewal that was initiated between the first and last day of the reporting period. States do not report this information in the updated reports. Therefore, this metric is blank for updated report records. This metric is set equal to Eligibility Processing Data Report Metric 4."
Renewal dataset data dictionary,beneficiaries_with_a_renewal_initiated_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, with a renewal that was initiated between the first and last day of the reporting period (Eligibility Processing Data Report Metric 4)."
Renewal dataset data dictionary,beneficiaries_with_a_renewal_due,"The total number of beneficiaries, including those receiving full or limited benefits, with a renewal due, or scheduled for completion, in the reporting period. This metric is set equal to Eligibility Processing Data Report Metric 5."
Renewal dataset data dictionary,beneficiaries_with_a_renewal_due_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, with a renewal due, or scheduled for completion, in the reporting period (Eligibility Processing Data Report Metric 5)."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_total,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP at the end of the reporting period. This metric is set equal to Eligibility Processing Data Report Metric 5a."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_total_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP at the end of the reporting period (Eligibility Processing Data Report Metric 5a)."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_on_an_ex_parte_basis,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP in the reporting period on an ex parte basis. This metric is set equal to Eligibility Processing Data Report Metric 5a1."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_on_an_ex_parte_basis_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP in the reporting period on an ex parte basis (Eligibility Processing Data Report Metric 5a1)."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_based_on_a_renewal_form,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP in the reporting period using a renewal form. This metric is set equal to Eligibility Processing Data Report Metric 5a2."
Renewal dataset data dictionary,beneficiaries_whose_coverage_was_renewed_based_on_a_renewal_form_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period who were renewed and retained in Medicaid or CHIP in the reporting period using a renewal form (Eligibility Processing Data Report Metric 5a2)."
Renewal dataset data dictionary,beneficiaries_disenrolled_at_renewal_total ,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period whose coverage was terminated at the end of the reporting period. This metric is set equal to the sum of Eligibility Processing Data Report Metrics 5b and 5c."
Renewal dataset data dictionary,beneficiaries_disenrolled_at_renewal_total_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period whose coverage was terminated at the end of the reporting period (Eligibility Processing Data Report Metrics 5b + 5c)."
Renewal dataset data dictionary,beneficiaries_determined_ineligible_at_renewal,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period and who were determined ineligible for Medicaid or CHIP. This metric is set equal to Eligibility Processing Data Report Metric 5b."
Renewal dataset data dictionary,beneficiaries_determined_ineligible_at_renewal_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period and who were determined ineligible for Medicaid or CHIP (Eligibility Processing Data Report Metric 5b)."
Renewal dataset data dictionary,beneficiaries_disenrolled_for_procedural_reasons_at_renewal,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period and whose coverage ended because the state has insufficient information to complete an eligibility determination, also known as procedural reasons. This metric is set equal to Eligibility Processing Data Report Metric 5c."
Renewal dataset data dictionary,beneficiaries_disenrolled_for_procedural_reasons_at_renewal_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewal was due in the reporting period and whose coverage ended because the state has insufficient information to complete an eligibility determination, also known as procedural reasons (Eligibility Processing Data Report Metric 5c)."
Renewal dataset data dictionary,beneficiaries_with_a_pending_renewal,"The total number of beneficiaries, including those receiving full or limited benefits, whose renewals were due in the reporting period but were not completed by the end of the reporting period. This metric is set equal to Eligibility Processing Data Report Metric 5d."
Renewal dataset data dictionary,beneficiaries_with_a_pending_renewal_footnotes,"Footnotes for the total number of beneficiaries, including those receiving full or limited benefits, whose renewals were due in the reporting period but were not completed by the end of the reporting period (Eligibility Processing Data Report Metric 5d)."
Current Separate CHIP Enrollment by Month and State Data Dictionary,state_abbreviation,State abbreviation.
Current Separate CHIP Enrollment by Month and State Data Dictionary,coverage_month,The month of coverage in a separate CHIP program (S-CHIP).
Current Separate CHIP Enrollment by Month and State Data Dictionary,t-msis_data_through_month,"The most recent month of enrollment data available in the T-MSIS submission used to calculate S-CHIP enrollment for the state and coverage month. States generally report information into T-MSIS on the eligibility, claims, and financial data in their systems by the end of the month following the reporting month. For example, states generally submit T-MSIS data covering the individuals enrolled in the program in April at some point in May. States can continue to make updates to the information for that reporting period in subsequent monthly T-MSIS submissions. Each month, the T-MSIS data are converted into the T-MSIS Analytic Files (TAF), which are optimized for monitoring and research purposes. The production of the TAF occur in the month following most states T-MSIS submission. For example, T-MSIS data covering individuals enrolled in the program in April is reported by states in May, and the TAF data for the April period are first produced in June. The TAF data for the April period will then be updated every month for the next 13 months, incorporating any new or changed T-MSIS data related to the April period. States can continue to update data beyond that period, but updates will not necessarily be reflected in the TAF data."
Current Separate CHIP Enrollment by Month and State Data Dictionary,s-chip_enrollment,The number of S-CHIP enrollees in the state and coverage month.
Current Separate CHIP Enrollment by Month and State Data Dictionary,data_notes,"Data notes. In T-MSIS, states submit a CHIP Code and an Eligibility Group for each enrollee. The CHIP Code indicates whether the individual is enrolled in Medicaid, Medicaid-expansion CHIP, or S-CHIP. The Eligibility Group indicates the specific eligibility pathway that is applicable to the individual based on the states eligibility determination process. Certain Eligibility Groups (codes 61-68) should only be used for S-CHIP enrollees. If more than 5% of the S-CHIP enrollees in TAF have a missing Eligibility Group or an Eligibility Group not associated with S-CHIP, the following data note is applied: S-CHIP enrollment may be inaccurate due to misalignment between Medicaid/CHIP classification and eligibility groups. More information is available at https://www.medicaid.gov/medicaid/eligibility-policy/index.html, https://www.medicaid.gov/chip/chip-eligibility-enrollment/index.html, and https://www.medicaid.gov/tmsis/dataguide/data-elements/elg005087/."
Race and ethnicity of the national Medicaid and CHIP population,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Race and ethnicity of the national Medicaid and CHIP population,geography,National-level or state-level results.
Race and ethnicity of the national Medicaid and CHIP population,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Race and ethnicity of the national Medicaid and CHIP population,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Race and ethnicity of the national Medicaid and CHIP population,category,The category represents the primary demographic/outcome values for the brief.
Race and ethnicity of the national Medicaid and CHIP population,count_of_enrollees,Number of Medicaid and CHIPenrollees in each subpopulation and category.
Race and ethnicity of the national Medicaid and CHIP population,denominator_count_of_enrollees,Total number of Medicaid and CHIP enrollees.
Race and ethnicity of the national Medicaid and CHIP population,percentage_of_enrollees,Percentage of Medicaid and CHIP enrollees in each subpopulation and category.
Race and ethnicity of the national Medicaid and CHIP population,data_version,Version of TAF data used.
Medicaid enrollees who qualify for benefits based on disability,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Medicaid enrollees who qualify for benefits based on disability,geography,National-level or state-level results.
Medicaid enrollees who qualify for benefits based on disability,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Medicaid enrollees who qualify for benefits based on disability,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Medicaid enrollees who qualify for benefits based on disability,category,The category represents the primary demographic/outcome values for the brief.
Medicaid enrollees who qualify for benefits based on disability,count_of_enrollees,Number of Medicaidenrollees in each subpopulation and category.
Medicaid enrollees who qualify for benefits based on disability,denominator_count_of_enrollees,Total number of Medicaid enrollees.
Medicaid enrollees who qualify for benefits based on disability,percentage_of_enrollees,Percentage of Medicaid enrollees in each subpopulation and category.
Medicaid enrollees who qualify for benefits based on disability,data_version,Version of TAF data used.
Primary language spoken by the Medicaid and CHIP population,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Primary language spoken by the Medicaid and CHIP population,geography,National-level or state-level results.
Primary language spoken by the Medicaid and CHIP population,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Primary language spoken by the Medicaid and CHIP population,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Primary language spoken by the Medicaid and CHIP population,category,The category represents the primary demographic/outcome values for the brief.
Primary language spoken by the Medicaid and CHIP population,count_of_enrollees,Number of Medicaid and CHIPenrollees in each subpopulation and category.
Primary language spoken by the Medicaid and CHIP population,denominator_count_of_enrollees,Total number of Medicaid and CHIP enrollees.
Primary language spoken by the Medicaid and CHIP population,percentage_of_enrollees,Percentage of Medicaid and CHIP enrollees in each subpopulation and category.
Primary language spoken by the Medicaid and CHIP population,data_version,Version of TAF data used.
Rural Medicaid and CHIP enrollees,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Rural Medicaid and CHIP enrollees,geography,National-level or state-level results.
Rural Medicaid and CHIP enrollees,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Rural Medicaid and CHIP enrollees,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Rural Medicaid and CHIP enrollees,category,The category represents the primary demographic/outcome values for the brief.
Rural Medicaid and CHIP enrollees,count_of_enrollees,Number of Medicaid and CHIPenrollees in each subpopulation and category.
Rural Medicaid and CHIP enrollees,denominator_count_of_enrollees,Total number of Medicaid and CHIP enrollees.
Rural Medicaid and CHIP enrollees,percentage_of_enrollees,Percentage of Medicaid and CHIP enrollees in each subpopulation and category.
Rural Medicaid and CHIP enrollees,data_version,Version of TAF data used.
Section 1915(c) waiver program participants,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Section 1915(c) waiver program participants,geography,National-level or state-level results.
Section 1915(c) waiver program participants,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Section 1915(c) waiver program participants,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Section 1915(c) waiver program participants,category,The category represents the primary demographic/outcome values for the brief.
Section 1915(c) waiver program participants,count_of_enrollees,Number of Medicaidenrollees in each subpopulation and category.
Section 1915(c) waiver program participants,denominator_count_of_enrollees,Total number of Medicaid enrollees.
Section 1915(c) waiver program participants,percentage_of_enrollees,Percentage of Medicaid enrollees in each subpopulation and category.
Section 1915(c) waiver program participants,data_version,Version of TAF data used.
Medicaid and CHIP enrollees who received a well-child visit,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Medicaid and CHIP enrollees who received a well-child visit,geography,National-level or state-level results.
Medicaid and CHIP enrollees who received a well-child visit,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Medicaid and CHIP enrollees who received a well-child visit,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Medicaid and CHIP enrollees who received a well-child visit,category,The category represents the primary demographic/outcome values for the brief.
Medicaid and CHIP enrollees who received a well-child visit,count_of_enrollees,Number of Medicaid and CHIPenrollees in each subpopulation and category.
Medicaid and CHIP enrollees who received a well-child visit,denominator_count_of_enrollees,Total number of Medicaid and CHIP enrollees.
Medicaid and CHIP enrollees who received a well-child visit,percentage_of_enrollees,Percentage of Medicaid and CHIP enrollees in each subpopulation and category.
Medicaid and CHIP enrollees who received a well-child visit,data_version,Version of TAF data used.
Medicaid and CHIP enrollees who received mental health or SUD services,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Medicaid and CHIP enrollees who received mental health or SUD services,geography,National-level or state-level results.
Medicaid and CHIP enrollees who received mental health or SUD services,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Medicaid and CHIP enrollees who received mental health or SUD services,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Medicaid and CHIP enrollees who received mental health or SUD services,category,The category represents the primary demographic/outcome values for the brief.
Medicaid and CHIP enrollees who received mental health or SUD services,count_of_enrollees,Number of Medicaid and CHIPenrollees in each subpopulation and category.
Medicaid and CHIP enrollees who received mental health or SUD services,denominator_count_of_enrollees,Total number of Medicaid and CHIP enrollees.
Medicaid and CHIP enrollees who received mental health or SUD services,percentage_of_enrollees,Percentage of Medicaid and CHIP enrollees in each subpopulation and category.
Medicaid and CHIP enrollees who received mental health or SUD services,data_version,Version of TAF data used.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,year,Year of Transformed Medicaid Statistical Information System (T-MSIS) Analytic Files (TAF)data.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,geography,National-level or state-level results.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,subpopulation_topic,The subpopulation topic represents the key subgroup themes presented in the brief to stratify results.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,subpopulation,The subpopulation represents the specific subgroup value associated with the subpopulation topic.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,category,The category represents the primary demographic/outcome values for the brief.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,count_of_deliveries,Number of Medicaid- and CHIP-covered deliveries in each subpopulation and category.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,denominator_count_of_deliveries,Total number of Medicaid- and CHIP-covered deliveries.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,rate_of_deliveries,Rate of Medicaid- and CHIP-covered deliveries in each subpopulation and category.
Prematurity and severe maternal morbidity among Medicaid- and CHIP-covered live births,data_version,Version of TAF data used.
Medicaid Enterprise System Datatable - Data Dictionary,implementation_year,Year by which the system change must be implemented.
Medicaid Enterprise System Datatable - Data Dictionary,policy/update_type,Denotes whether the entry is for a statute or a regulation.
Medicaid Enterprise System Datatable - Data Dictionary,policy/update_title,Formal title of finalized regulation/statute.
Medicaid Enterprise System Datatable - Data Dictionary,potential_mes_impact,Brief summary of system impact based on policy changes.
Medicaid Enterprise System Datatable - Data Dictionary,statute_or_regulation_citation,Existing or new statute or regulation citations.
Medicaid Enterprise System Datatable - Data Dictionary,compliance_month,Month by which the system change must be implemented.
Medicaid Enterprise System Datatable - Data Dictionary,compliance_day,Date of the month by which the system change must be implemented.
Medicaid Enterprise System Datatable - Data Dictionary,type_of_potential_system_impact,MES
Medicaid Enterprise System Datatable - Data Dictionary,category_of_potential_impact,Program impact area
Medicaid Enterprise System Datatable - Data Dictionary,access,Refers to the availability and ease with which individuals who are eligible for Medicaid/CHIP/BHP can access the healthcare services and benefits that the program provides.
Medicaid Enterprise System Datatable - Data Dictionary,coverage,Refers to the healthcare services and benefits that are provided to eligible individuals under the Medicaid/CHIP/BHP program.
Medicaid Enterprise System Datatable - Data Dictionary,data,Refers to the data and processes for sharing and reporting data for the Medicaid/CHIP/BHP program.
Medicaid Enterprise System Datatable - Data Dictionary,enrollment,Refers to the process of enrolling applicants into the Medicaid/CHIP/BHP program and plans.
Medicaid Enterprise System Datatable - Data Dictionary,quality,Refers to the process and services around providing and ensuring quality of care to Medicaid/CHIP/BHP enrollees.
Medicaid Enterprise System Datatable - Data Dictionary,recordkeeping,Refers to the process of capturing and maintaining records for Medicaid/CHIP/BHP.
Medicaid Enterprise System Datatable - Data Dictionary,reporting,Refers to the requirements and processes for reporting Medicaid/CHIP/BHP data to federal regulators and stakeholders.
Medicaid Enterprise System Datatable - Data Dictionary,transparency,"Refers to o the openness and clarity in the operations, decision-making processes, and financial aspects of Medicaid/CHIP/BHP."
Medicaid Enterprise System Datatable - Data Dictionary,link_to_source_document,Direct links to published regulations and laws used to reference the potential MES impact.
Medicaid Enterprise System Datatable - Data Dictionary,"impact_to_medicaid,_chip,_and/or_bhp",Column denotes direct impact to specific benefits program.
Medicaid Enterprise System Datatable - Data Dictionary,medicaid,"Systems and processes for the Medicaid program, only."
Medicaid Enterprise System Datatable - Data Dictionary,chip,"Systems and processes for the Children's Health Insurance Program (CHIP) program, only."
Medicaid Enterprise System Datatable - Data Dictionary,bhp,"Systems and processes for the Behavioral Health Program (BHP) program, only."
Medicaid Enterprise System Datatable - Data Dictionary,medicaid/chip,Systems and processes for Medicaid and CHIP programs.
Medicaid Enterprise System Datatable - Data Dictionary,medicaid/chip/bhp,"Systems and processes for Medicaid, CHIP, and BHP."
Medicaid Enterprise System Datatable - Data Dictionary,tshirt_size,Potential level of effort required to implement new policy and system changes.
Medicaid Enterprise System Datatable - Data Dictionary,small,"Low level of effort (LOE should meet most or all of these: time to implement <1 month; no staff training, no community outreach, no new hires, no artifacts required, no state legislation, no SPA required )"
Medicaid Enterprise System Datatable - Data Dictionary,medium,Medium level of effort  (LOE should meet most or all of these: time to implement <6 months; minimal staff training; minimal community outreach; minimal new staff hires; minimal to moderate artifacts required; Pending state legislation; SPA potentially required)
Medicaid Enterprise System Datatable - Data Dictionary,large,High level of effort (LOE should meet most or all of these: time to implement >6 months; high need for staff training; high need for community outreach; high volume of new hires; high need for new artifacts/documentation; state legislation required; SPA required)
